No,カテゴリ,質問項目,プロンプト,救急受診ガイドの判定
407,眼科関連（成人・小児）,コンタクトレンズをつけていますか？ ,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。コンタクトレンズをつけていますか？はい。,緑
408,眼科関連（成人・小児）,コンタクトレンズを外しても痛みが続いていますか？,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。コンタクトレンズを外しても痛みが続いていますか？はい。,緑
409,眼科関連（成人・小児）,白眼が赤いのみですか？,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。白眼が赤いのみですか？はい。,緑
410,眼科関連（成人・小児）,夜中に眼が痛むことがありますか？,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。夜中に眼が痛むことがありますか？はい。,緑
411,眼科関連（成人・小児）,"アレルギー反応を起こすようなもの　〔または〕　眼に刺激があるもの　に触れましたか？　
（タバコなどの煙霧、プールの水、アレルゲン、紫外線への曝露）",あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。アレルギー反応を起こすようなものまたは眼に刺激があるものに触れましたか？（タバコなどの煙霧、プールの水、アレルゲン、紫外線への曝露）はい。,緑
412,眼科関連（成人・小児）,目やにが多いですか？,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。目やにが多いですか？はい。,緑
413,眼科関連（成人・小児）,かゆみがありますか？〔または〕　乾いていますか？,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。かゆみがありますか？または乾いていますか？はい。,緑
414,眼科関連（成人・小児）,起きたときにまぶたが開きにくいですか？ ,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。起きたときにまぶたが開きにくいですか？はい。,緑
415,眼科関連（成人・小児）,チラチラした黒い影が見えますか？,あなたは救急医です。救急受診が必要かどうかを判断してください。眼科関連（成人・小児）。チラチラした黒い影が見えますか？はい。,緑
416,鼻のけが・鼻血（成人・小児）,最近頻繁に鼻血を繰り返していますか？ ,あなたは救急医です。救急受診が必要かどうかを判断してください。鼻のけが・鼻血（成人・小児）。最近頻繁に鼻血を繰り返していますか？はい。,緑
417,鼻のけが・鼻血（成人・小児）,血は止まりましたか？,あなたは救急医です。救急受診が必要かどうかを判断してください。鼻のけが・鼻血（成人・小児）。血は止まりましたか？はい。,緑
418,鼻のけが・鼻血（成人・小児）,鼻のはれがありますか？,あなたは救急医です。救急受診が必要かどうかを判断してください。鼻のけが・鼻血（成人・小児）。鼻のはれがありますか？はい。,緑
419,鼻のけが・鼻血（成人・小児）,鼻の痛みがありますか？,あなたは救急医です。救急受診が必要かどうかを判断してください。鼻のけが・鼻血（成人・小児）。鼻の痛みがありますか？はい。,緑
